,original,obfuscated,level,recovered,recover_score
37,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,"""h a d   y o u r   m o b i l e   1 1   m o n t h s   o r   m o r e ?   u   r   e n t i t l e d   t o   u p d a t e   t o   t h e   l a t e s t   c o l o u r   m o b i l e s   w i t h   c a m e r a   f o r   f r e e !   c a l l   t h e   m o b i l e   u p d a t e   c o   f r e e   o n   0 8 0 0 2 9 8 6 0 3 0""",L5,"""hadyourmobile11monthsormore ? urentitledtoupdatetothelatestcolourmobileswithcameraforfree ! callthemobileupdatecofreeono8oo2986oeo""",0.7552447552447552
38,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,"""HαD y0ur m0b13 11 m0nth$ 0r m0r3? U R 3nt17l3d t0 Upd@73 t0 th3 l@73$7 c0l0ur m0b13$ w17h c@73rα f0r Fr33! C@7l Th3 M0b13 Upd@73 C0 Fr33 0n 08002986030""",L6,"""hαd your mob1e 11 months or more? ur 3nt17l3d to upda7e to the la7es7 c0l0ur mob1es w17h ca7erα for free! ca7l the mob1e upda7e co free on o8oo2986oeo""",0.7254901960784313
39,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,"""K-EY-0-0-UH-R EM-0-B-1-3 11 EM-0-N-T-EXH-ES 0R EM-0-R-3? YU AR 3N-T-1-7-EL-D T-0 U-P-D-7-3 T-0 TH-3 L-7-3-S-7 C-0-L-0-U-R M-0-B-1-3-S W-1-7-H C-7-3-R-EXH F-0R FR-3-3! C-7-EL TH-3 EM-0-B-1-3 U-P-D-7-3 C-0 FR-3-3 0N 0-8-0-0-2-9-8-6-0-3-0""",L7,"""k-ey-o-o-uh-r em-o-b-1-e 11 em-o-n-t-exh-es or em-o-r-e? yu ar en-t-1-7-el-dt-ou-p-d-7-et-o th-el-7-e-s-7c-o-l-o-u-rm-o-b-1-e-sw-1-7-hc-7-e-r-exh f-or fr-e-e! c-7-el th-e em-o-b-1-eu-p-d-7-ec-o fr-e-e on o-8-o-o-2-9-8-6-o-e-o""",0.5144356955380578
40,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,"""Had y0ur m0b13 11 m0nth$ 0r m0r3? U R 3nt17led t0 Upd@73 t0 th3 l@73$7 c0l0ur m0b13$ w17h c@73r4 f0r Fr33! C@7l Th3 M0b13 Upd@73 C0 Fr33 0n 0-8-0-0-2-9-8-6-0-3-0""",L8,"""had your mob1e 11 months or more? ur 3nt17led to upda7e to the la7es7 c0l0ur mob1es w17h ca7er4 for free! ca7l the mob1e upda7e co free on o-8-o-o-2-9-8-6-o-e-o""",0.7151898734177216
41,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,"""H🄰D y0ur m0b13 11 m0nth$ 0r m0r3? U R 3nt17led t0 Upd@73 t0 th3 l@73$7 c0l0ur m0b13$ w17h c@73r4 f0r Fr33! C@7l Th3 M0b13 Upd@73 C0 Fr33 0n 08002986030""",L9,"""hAd your mob1e 11 months or more? ur 3nt17led to upda7e to the la7es7 c0l0ur mob1es w17h ca7er4 for free! ca7l the mob1e upda7e co free on o8oo2986oeo""",0.7320261437908497
42,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,"""[H][A][D] [Y][O][U][R] [M][O][B][I][L][E] 11 [M][O][N][T][H][S] [O][R] [M][O][R][E]? [U] [R] [E][N][T][I][T][L][E][D] [T][O] [U][P][D][A][T][E] [T][O] [T][H][E] [L][A][T][E][S][T] [C][O][L][O][U][R] [M][O][B][I][L][E][S] [W][I][T][H] [C][A][M][E][R][A] [F][O][R] [F][R][E][E]! [C][A][L][L] [T][H][E] [M][O][B][I][L][E] [U][P][D][A][T",L10,"""[h][a][d] [y][o][u][r] [m][o][b][i][l][e] 11 [m][o][n][t][h][s] [o][r] [m][o][r][e]? [u] [r] [e][n][t][i][t][l][e][d] [t][o] [u][p][d][a][t][e] [t][o] [t][h][e] [l][a][t][e][s][t] [c][o][l][o][u][r] [m][o][b][i][l][e][s] [w][i][t][h] [c][a][m][e][r][a] [f][o][r] [f][r][e][e]! [c][a][l][l] [t][h][e] [m][o][b][i][l][e] [u][p][d][a][t",0.49590163934426235
43,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,L11,had your mobile 11 months or more? ur entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030,0.9055374592833876
44,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""S1X chance5 to w1n C4SH! Fr0m 100 to 20,000 p0unds txt> CSH11 and 5end to 87575. C05t 150p/d4y, 6d4y5, 16+ TsandCs apply R3ply HL 4 info""",L1,"""s1x chance5 to w1n c4sh! from 100 to 2o,ooo p0unds txt> csh11 and 5end to 87575. co5t 15op/d4y, 6d4y5, 16+ tsandcs apply reply hl 4 info""",0.7737226277372262
45,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""S!X chancε5 t0 w!n C$H! Fr0m 100 t0 20,000 p0unds txt> C5H11 4nd s3nd t0 87575. C05t 150p/d4y, 6d4y5, 16+ T$@ndCs @pply R3ply HL 4 !nf0""",L2,"""s!x chancε5 to w!ncsh! from 100 to 2o,ooo p0unds txt> c5h11 4nd send to 87575. co5t 15op/d4y, 6d4y5, 16+ tsandcs apply reply hl 4 !nfo""",0.7573529411764706
46,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""6 chncs 2 win $$! Fr0m 100 t0 20k p0unds txt> CSH11 & send 2 87575. Cost 150p/day, 6days, 16+ Ts&Cs apply Reply HL 4 info""",L3,"""6 chncs 2 win ss! from 100 to 2ok p0unds txt> csh11 & send 2 87575. cost 15op/day, 6days, 16+ ts&cs apply reply hl 4 info""",0.7722007722007721
47,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""S.I.X chancε5 t0 w!n C$H! Fr-0-m 10-0-0 t0 20,000 p0-unds txt> C5-H1-1 4nd s-3-nd t0 8-7-5-7-5. C0-5-t 15-0-p/d4y, 6d-4-y5, 16+ T$@-nd-Cs @p-ply R3-ply H-L 4 !n-f0""",L4,"""s.i.x chancε5 to w!ncsh! fr-o-m 10-0-0 to 2o,ooo po-unds txt> c5-h1-1 4nd s-e-nd to 8-7-5-7-5. co-5-t 15-o-p/d4y, 6d-4-y5, 16+ tsa-nd-cs ap-ply re-ply h-l4 !n-fo""",0.6889632107023411
48,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""s i x c h a n c e s   t o   w i n   c a s h !   f r o m   1 0 0   t o   2 0 , 0 0 0   p o u n d s   t x t >   c s h 1 1   a n d   s e n d   t o   8 7 5 7 5 .   c o s t   1 5 0 p / d a y ,   6 d a y s ,   1 6 +   t s a n d c s   a p p l y   r e p l y   h l   4   i n f o""",L5,"""sixchancestowincash ! from100to20 , 000poundstxt > csh11andsendto87575 . cost150p / day , 6days , 16 + tsandcsapplyreplyhl4info""",0.7622641509433963
49,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""5ИХ chancε5 t0 w!n C$H! Fr0m 100 t0 20,000 p0unds txt> C5H11 4nd s3nd t0 87575. C05t 150p/d4y, 6d4y5, 16+ T$@ndCs @pply R3ply HL 4 !nf0""",L6,"""5их chancε5 to w!ncsh! from 100 to 2o,ooo p0unds txt> c5h11 4nd send to 87575. co5t 15op/d4y, 6d4y5, 16+ tsandcs apply reply hl 4 !nfo""",0.7573529411764706
50,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""3-!-X chanc3s 2 w!n C$H! Fr0m 100 t0 20,000 p0unds txt> C$H11 4nd 53nd 2 8-7-5-7-5. C05t 150p/d4y, 6d4y5, 16+ T$@ndCs @pply R3ply H-L 4 !nf0""",L7,"""e-!-x chanc3s 2w!ncsh! from 100 to 2o,ooo p0unds txt> csh11 4nd 5end 28-7-5-7-5. co5t 15op/d4y, 6d4y5, 16+ tsandcs apply reply h-l4 !nfo""",0.7007299270072993
51,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""5!X chancεs t0 w!n C$H! Fr0m 100 t0 20,000 p0unds txt> C$H11 4nd 53nd t0 8-7-5-7-5. C05t 150p/d4y, 6d4y5, 16+ T$@ndCs @pply R3ply H-L 4 !nf0""",L8,"""5!x chancεs to w!ncsh! from 100 to 2o,ooo p0unds txt> csh11 4nd 5end to 8-7-5-7-5. co5t 15op/d4y, 6d4y5, 16+ tsandcs apply reply h-l4 !nfo""",0.7391304347826086
52,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""5!X chancεs t0 w!n C$H! Fr0m 100 t0 20,000 p0unds txt> C$H11 4nd 53nd t0 87575. C05t 150p/d4y, 6d4y5, 16+ T$@ndCs @pply R3ply H-L 4 !nf0""",L9,"""5!x chancεs to w!ncsh! from 100 to 2o,ooo p0unds txt> csh11 4nd 5end to 87575. co5t 15op/d4y, 6d4y5, 16+ tsandcs apply reply h-l4 !nfo""",0.75
53,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""[5]-[!]-[X] [c][h][a][n][c][e][5] [t][0] [w][!][n] [C][$][H][!] [F][r][0][m] [1][0][0] [t][0] [2][0,][0][0][0] [p][0][u][n][d][5] [t][x][t][]> [C][$][H][1][1] [4][n][d] [5][3][n][d] [t][0] [8-7-5-7-5]. [C][0][5][t] [1][5][0][p]/[d][4][y], [6][d][4][y][5], [1][6][+] [T][$][@][n][d][C][s] [@][p][p][l][y] [R][3][p][l][y] [H][-][L] [4] [!][n][f][0]""",L10,"""[5]-[!]-[x] [c][h][a][n][c][e][5] [t][o] [w][!][n] [c][s][h][!] [f][r][o][m] [1][o][o] [t][o] [2][o,][o][o][o] [p][o][u][n][d][5] [t][x][t][]> [c][s][h][1][1] [4][n][d] [5][e][n][d] [t][o] [8-7-5-7-5]. [c][o][5][t] [1][5][o][p]/[d][4][y], [6][d][4][y][5], [1][6][+] [t][s][a][n][d][c][s] [a][p][p][l][y] [r][e][p][l][y] [h][-][l] [4] [!][n][f][o]""",0.42148760330578516
54,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","""5!X ch@ncε$ t0 w!n C$H! Fr0m 100 t0 20k p0unds txt> C$H11 4nd s3nd t0 8-7-5-7-5. C05t 150p/d4y, 6d4y5, 16+ T$@ndCs @pply R3ply H-L 4 !nf0""",L11,"""5!x chancεs to w!ncsh! from 100 to 2ok p0unds txt> csh11 4nd send to 8-7-5-7-5. co5t 15op/d4y, 6d4y5, 16+ tsandcs apply reply h-l4 !nfo""",0.7472527472527473
55,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","""URG3NT! Y0u hav3 w1n a 1 w33k Fr33 m3mb3rsh1p 1n 0ur å£100,000 Pr1z3 J4ckp0t! Tx7 7h3 w0rd: CL4!M t0 N0: 81010 T&C www.dbuk.n37 LCCLTD P080X 4403LDNW1A7RW18""",L1,"""urgent! you have w1n a1 week free m3mb3rsh1p 1n our a£1oo,ooo pr1ze j4ckpot! tx7 7he word: cl4!m to no: 81010 t&c www.dbuk.ne7 lccltd po8ox 44oeldnw1a7rw18""",0.6198083067092652
56,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","""URG3NT! Y0u hav3 w1n a 1 w33k Fr33 m3mb3rsh1p 1n 0ur å£100,000 Pr!z3 J@ckp0t! Tx7 7h3 w0rd: CL4!M t0 N0: 81010 T&C www.dbuk.n37 LCCLTD P080X 4403LDNW1A7RW18""",L2,"""urgent! you have w1n a1 week free m3mb3rsh1p 1n our a£1oo,ooo pr!ze jackpot! tx7 7he word: cl4!m to no: 81010 t&c www.dbuk.ne7 lccltd po8ox 44oeldnw1a7rw18""",0.6261980830670926
57,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","""Urg3n7! Yu 1n 4 1 w33k fr33 m3mb3rsh1p 1n ur å£100,000 Pr1z3 J4ckp0t! Tx7 'CL4!M' 2 N0 81010 T&C www.dbuk.n37 LCCLTD P080X 4403LDNW1A7RW18""",L3,"""urgen7! yu 1n 41 week free m3mb3rsh1p 1n ur a£1oo,ooo pr1ze j4ckpot! tx7 'cl4!m' 2 no 81010 t&c www.dbuk.ne7 lccltd po8ox 44oeldnw1a7rw18""",0.5152542372881356
58,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","""U-R-G-3-N-T-! Y-0-u- -h-a-v-3- -w-1-n- -a- -1- -w-3-3-k- -F-r-3-3- -m-3-m-b-3-r-s-h-1-p- -1-n- -0-u-r- -å-£-1-0-0-,-0-0-0- -P-r-1-z-3- -J-4-c-k-p-0-t-!- -T-x-7- -7-h-3- -w-0-r-d-:- -C-L-4-!-M- -t-0- -N-0-:- -8-1-0-1-0- -T-&-C- -w-w-w-.-d-b-u-k-.-n-3-7- -L-C-C-L-T-D- -P-0-8-0-X- -4-4-0-3-L-D-N-W-1-A-7-R-W-1-8""",L4,"""u-r-g-e-n-t-! y-o-u- -h-a-v-e- -w-1-n- -a- -1- -w-e-e-k- -f-r-e-e- -m-e-m-b-e-r-s-h-1-p- -1-n- -o-u-r- -a-£-1-o-o-,-o-o-o- -p-r-1-z-e- -j-4-c-k-p-o-t-!- -t-x-7- -7-h-e- -w-o-r-d-:- -c-l-4-!-m- -t-o- -n-o-:- -8-1-0-1-0- -t-&-c- -w-w-w-.-d-b-u-k-.-n-e-7- -l-c-c-l-t-d- -p-o-8-o-x- -4-4-o-e-l-d-n-w-1-a-7-r-w-1-8""",0.4282655246252677
59,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","""u r g 3 n t !  y 0 u   h a v 3   w 1 n   a   1   w 3 3 k   f r 3 3   m 3 m b 3 r s h 1 p   1 n   0 u r   å £ 1 0 0 , 0 0 0   p r 1 z 3   j 4 c k p 0 t !   t x 7   7 h 3   w 0 r d :   c l 4 ! m   t 0   n 0 :   8 1 0 1 0   t & c   w w w . d b u k . n 3 t   l c c l t d   p 0 8 0 x   4 4 0 3 l d n w 1 a 7 r w 1 8""",L5,"""urgent ! youhavew1na1weekfreemembersh1p1noura £ 100 , 000pr1z3j4ckp0t ! tx77h3w0rd : cl4 ! mtono : 81010t & cwww . dbuk . netlccltdpo8ox44oeldnw1a7rw18""",0.5501618122977346
60,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","""ÜR63̱Ṯ!̱ Y0u̱ h@v3 w1n a 1 w33k Fr33 m3mb3rsh1p 1n 0ur å£100,000 Pr1z3 J@ckp0t! Tx7 7h3 w0rd: CL4!M t0 N0: 81010 T&C www.dbuk.n37 LCCLTD P080X 4403LDNW1A7RW18""",L6,"""ur6et! you have w1n a1 week free m3mb3rsh1p 1n our a£1oo,ooo pr1ze jackpot! tx7 7he word: cl4!m to no: 81010 t&c www.dbuk.ne7 lccltd po8ox 44oeldnw1a7rw18""",0.6282051282051282
61,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","""Uhh-aa-rg-ee-3-n-t-! Y-oo-oo-oh-oo-oo-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee",L7,"""uhh-aa-rg-ee-e-n-t-! y-oo-oo-oh-oo-oo-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee-ee",0.03131115459882583
62,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",L8,"urgent! you have won a1 week free membership in our a£1oo,ooo prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403LDNW1A7RW18",0.7459807073954984
63,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",L9,"urgent! you have won a1 week free membership in our a£1oo,ooo prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403LDNW1A7RW18",0.7459807073954984
64,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",L10,"urgent! you have won a1 week free membership in our a£1oo,ooo prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403LDNW1A7RW18",0.7459807073954984
65,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",L11,"urgent! you have won a1 week free membership in our a£1oo,ooo prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403LDNW1A7RW18",0.7459807073954984
66,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXM0bileM0vi3Clu8: T0 05e y0ur cr3dit, clic6 th3 WAP lin6 in th3 nezt t3xt messag3 0r clic6 h3r3>> http://w@p.xxxm0bilem0vi3club.c0m?n=QJKGIGHJJGCBL",L1,"xxxmobilemovieclu8: to o5e your credit, clic6 the wap lin6 in the nezt text messag3 or clic6 here>> http://wap.xxxmobilemovieclub.com?n=qjkgighjjgcbl",0.785234899328859
67,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXM0bileM0v13C1u8: T0 053 y0ur c3d17, c11c6 th3 W@P 11n6 1n th3 n3z7 t3c7 m3ss@7e 0r c11c6 73r3>> http://w@p.xXxmo81lemo813c1u8.c0m?n=QJKGIGHJJGCBL",L2,"xxxmobilemov1ec1u8: to 053 your ced17, c11c6 the wap 11n6 1n the nez7 tec7 messa7e or c11c6 7ere>> http://wap.xxxmo81lemo81ec1u8.com?n=qjkgighjjgcbl",0.632996632996633
68,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXMobMovC1u8: 2 05e y0r cr3d17, c1c 73 W@P 1n ne7 t3c7 m3ss@7e 0r c1c 73r3>> http://w@p.xXxmo81lemo813c1u8.c0m?n=QJKGIGHIGHJGBCBL",L3,"xxxmobmovc1u8: 2 o5e yor cred17, c1c 73 wap 1n ne7 tec7 messa7e or c1c 7ere>> http://wap.xxxmo81lemo81ec1u8.com?n=qjkgighighjgbcbl",0.5806451612903225
69,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","X.X.X.M.0.b.1.l.e.M.0.v.1.3.C.1.u.8.: T.0. 0.5.3. y.0.1.r. c.3.d.1.7., c.1.1.c.6. t.3. W.@.P. 1.1.n.6. 1.n. t.3. n.3.z.7. t.3.c.7. m.3.s.s.@.7.e. 0.r. c.1.1.c.6. 7.3.r.3.>> http://w.@.p.x.X.x.m.o.8.1.l.e.m.o.8.1.3.c.1.u.8.c.0.m.?n=QJKGIGHJIGHJGBCBL",L4,"x.x.x.m.o.b.1.l.e.m.o.v.1.e.c.1.u.8.: t.o. o.5.e. y.o.1.r. c.e.d.1.7., c.1.1.c.6. t.e. w.a.p. 1.1.n.6. 1.n. t.e. n.e.z.7. t.e.c.7. m.e.s.s.a.7.e. o.r. c.1.1.c.6. 7.e.r.e.>> http://w.a.p.x.x.x.m.o.8.1.l.e.m.o.8.1.e.c.1.u.8.c.o.m.?n=qjkgighjighjgbcbl",0.4584382871536524
70,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","x x x m o b i l e m o v i e c l u b : t o   u s e   y o u r   c r e d i t ,   c l i c k   t h e   w a p   l i n k   i n   t h e   n e x t   t e x t   m e s s a g e   o r   c l i c k   h e r e > >   h t t p : / / w a p . x x x m o b i l e m o v i e c l u b . c o m ? n = q j k g i g h j j g c b l",L5,"xxxmobilemovieclub : touseyourcredit , clickthewaplinkinthenexttextmessageorclickhere > > http : / / wap . xxxmobilemovieclub . com ? n = qjkgighjjgcbl",0.7466666666666666
71,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXM06113M0V13C1u8: T0 053 y0ur c3d17, c11c6 th3 W@P 11n6 1n th3 n3z7 t3c7 m3ss@7e 0r c11c6 73r3>> http://w@p.xXxmo81lemo813c1u8.c0m?n=QJKGIGHJIGHJGBCBL",L6,"xxxmo611emov1ec1u8: to 053 your ced17, c11c6 the wap 11n6 1n the nez7 tec7 messa7e or c11c6 7ere>> http://wap.xxxmo81lemo81ec1u8.com?n=qjkgighjighjgbcbl",0.6046511627906976
72,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","K-A-S-H: 3nd 2 06t41n fr33 3nt3rt41nm3nt, 4cc3ss th1s s3cr3t l1nk>> h7tp://w@p.XXxmo81lemo813c1u8.c0m?n=QJKGIGHJIGHJGBCBL",L7,"k-a-s-h: end 2 06t41n free entert41nment, 4cc3ss th1s s3cr3t l1nk>> h7tp://wap.xxxmo81lemo81ec1u8.com?n=qjkgighjighjgbcbl",0.4074074074074075
73,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","8-7-5-7-5: T0 053 y0ur cr3dit, clic6 73 W@P lin6>> h7tp://747-737-3475/w@p.XXxmo81lemo813c1u8.c0m?n=QJKGIGHJIGHJGBCBL",L8,"8-7-5-7-5: to 053 your credit, clic6 73 wap lin6>> h7tp://747-7e7-e475/wap.xxxmo81lemo81ec1u8.com?n=qjkgighjighjgbcbl",0.45112781954887216
